"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A560","2020-02-22 00:00:00","405.000","213.000","0.400","12.300","1.000","980.800","","0.000","-99.000","-99.000","-99.000","21.800","","12.300",""
"C0C680","2020-02-22 00:00:00","228.000","0.000","0.000","15.600","0.910","998.100","","0.000","-99.000","-99.000","-99.000","23.000","","14.700",""
"C0T9A0","2020-02-22 00:00:00","498.000","234.000","0.700","15.800","0.840","969.900","","0.000","-99.000","-99.000","-99.000","20.600","","14.300",""
"C0AH40","2020-02-22 00:00:00","426.000","359.000","1.400","15.100","0.990","975.900","","0.000","-99.000","-99.000","-99.000","21.600","","15.100",""
"C0X280","2020-02-22 00:00:00","22.000","52.000","1.200","16.200","0.940","1023.900","","0.000","-99.000","-99.000","-99.000","20.800","","15.400",""
"C0V620","2020-02-22 00:00:00","18.000","37.000","1.800","17.400","0.910","1024.000","","0.000","-99.000","-99.000","-99.000","22.800","","15.500",""
"C0H960","2020-02-22 00:00:00","120.000","32.000","1.000","16.600","1.000","1011.000","","0.000","-99.000","-99.000","-99.000","24.000","","14.400",""
"C0M530","2020-02-22 00:00:00","1385.000","60.000","0.600","9.900","0.720","878.300","","0.000","-99.000","-99.000","-99.000","17.300","","8.200",""
"C0R170","2020-02-22 00:00:00","26.000","43.000","0.300","18.000","1.000","1023.200","","0.000","-99.000","-99.000","-99.000","27.100","","14.900",""
"C0I420","2020-02-22 00:00:00","305.000","0.000","0.000","14.700","0.930","991.200","","0.000","-99.000","-99.000","-99.000","23.800","","12.800",""
"C0A640","2020-02-22 00:00:00","241.000","0.000","0.000","15.000","0.950","1000.600","","0.000","-99.000","-99.000","-99.000","23.800","","15.000",""
"C0A930","2020-02-22 00:00:00","216.000","0.000","0.200","13.900","0.990","999.700","","0.500","-99.000","-99.000","-99.000","24.200","","13.900",""
"C0F9M0","2020-02-22 00:00:00","230.000","124.000","0.300","15.800","1.000","999.500","","0.000","-99.000","-99.000","-99.000","19.600","","14.800",""
"C0AC40","2020-02-22 00:00:00","1079.000","135.000","1.700","12.900","0.990","904.000","","0.000","-99.000","-99.000","-99.000","15.900","","10.200",""
"C0AI00","2020-02-22 00:00:00","188.000","0.000","0.000","15.600","0.960","1005.400","","0.000","-99.000","-99.000","-99.000","27.500","","15.600",""
"C0T9M0","2020-02-22 00:00:00","92.000","306.000","2.200","18.700","0.830","1018.000","","0.500","-99.000","-99.000","-99.000","25.100","","16.500",""
"C0S960","2020-02-22 00:00:00","32.000","301.000","3.600","20.100","0.740","1022.700","","0.000","-99.000","-99.000","-99.000","24.300","","18.900",""
"C0K430","2020-02-22 00:00:00","30.000","351.000","1.200","15.400","1.000","1023.800","","0.000","-99.000","-99.000","-99.000","20.800","","14.300",""
"C0Z170","2020-02-22 00:00:00","199.000","262.000","0.500","17.000","0.900","1005.900","","0.000","-99.000","-99.000","-99.000","24.300","","14.200",""
"C0Z100","2020-02-22 00:00:00","36.000","0.000","0.000","14.400","0.980","1024.400","","0.000","-99.000","-99.000","-99.000","24.400","","14.400",""
"C0U710","2020-02-22 00:00:00","1942.000","0.000","0.000","7.100","0.950","817.000","","0.500","-99.000","-99.000","-99.000","14.400","","5.500",""
"C0SA30","2020-02-22 00:00:00","92.000","279.000","1.400","20.300","0.810","1017.300","","0.000","-99.000","-99.000","-99.000","23.600","","17.800",""
"C0V500","2020-02-22 00:00:00","6.000","28.000","1.400","19.400","0.870","1023.600","","0.000","-99.000","-99.000","-99.000","24.400","","18.500",""
"CM0160","2020-02-22 00:00:00","159.000","0.000","0.100","15.000","0.980","1009.100","","0.000","-99.000","-99.000","-99.000","25.600","","13.000",""
"C0V350","2020-02-22 00:00:00","36.000","249.000","0.400","16.400","0.940","1023.000","","0.000","-99.000","-99.000","-99.000","27.500","","13.800",""
"C0W120","2020-02-22 00:00:00","58.000","-99.000","-99.000","18.200","0.880","1019.800","","0.000","-99.000","-99.000","-99.000","19.100","","17.100",""
"C0M770","2020-02-22 00:00:00","164.000","39.000","0.500","15.100","0.990","1006.500","","0.000","-99.000","-99.000","-99.000","22.000","","14.400",""
"C0S930","2020-02-22 00:00:00","248.000","257.000","1.600","17.600","0.810","999.000","","0.000","-99.000","-99.000","-99.000","24.100","","15.400",""
"C0F9Y0","2020-02-22 00:00:00","3313.000","294.000","1.000","6.100","0.040","692.000","","0.000","-99.000","-99.000","-99.000","12.000","","1.300",""
"C0E790","2020-02-22 00:00:00","344.000","0.000","0.100","15.000","1.000","985.600","","0.000","-99.000","-99.000","-99.000","21.500","","13.600",""
"C0O810","2020-02-22 00:00:00","161.000","6.000","0.500","16.200","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","25.600","","13.500",""
"C0R520","2020-02-22 00:00:00","18.000","55.000","1.000","19.000","0.930","1024.000","","0.000","-99.000","-99.000","-99.000","26.500","","15.800",""
"C0G880","2020-02-22 00:00:00","92.000","342.000","1.100","16.800","0.940","1015.100","","0.000","-99.000","-99.000","-99.000","23.800","","15.300",""
"C0R260","2020-02-22 00:00:00","76.000","0.000","0.100","18.300","0.920","1016.800","","0.000","-99.000","-99.000","-99.000","27.600","","15.800",""
"C0U950","2020-02-22 00:00:00","1012.000","157.000","4.600","12.400","1.000","913.800","","2.000","-99.000","-99.000","-99.000","14.400","","10.900",""
"C0O860","2020-02-22 00:00:00","38.000","313.000","0.600","17.100","0.990","1020.900","","0.000","-99.000","-99.000","-99.000","25.100","","14.800",""
"C0R320","2020-02-22 00:00:00","7.000","133.000","1.300","19.400","0.840","1025.300","","0.000","-99.000","-99.000","-99.000","26.300","","19.400",""
"C0S980","2020-02-22 00:00:00","901.000","43.000","2.200","15.100","0.870","925.000","","0.000","-99.000","-99.000","-99.000","18.900","","12.500",""
"C0X110","2020-02-22 00:00:00","20.000","43.000","0.900","18.900","0.920","1024.000","","0.000","-99.000","-99.000","-99.000","23.400","","17.000",""
"C0V310","2020-02-22 00:00:00","46.000","0.000","0.100","17.700","0.910","1019.700","","0.000","-99.000","-99.000","-99.000","26.800","","14.800",""
"C0G620","2020-02-22 00:00:00","110.000","274.000","1.200","14.500","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","24.500","","13.500",""
"C0AD50","2020-02-22 00:00:00","84.000","138.000","1.200","17.200","1.000","1017.400","","0.000","-99.000","-99.000","-99.000","22.600","","14.100",""
"C0A9A0","2020-02-22 00:00:00","24.000","30.000","1.200","17.000","0.910","1024.000","","0.000","-99.000","-99.000","-99.000","24.500","","17.000",""
"C0O830","2020-02-22 00:00:00","127.000","120.000","0.900","15.000","0.990","1011.700","","0.000","-99.000","-99.000","-99.000","26.200","","13.200",""
"C0S760","2020-02-22 00:00:00","1621.000","0.000","0.200","9.600","0.990","849.200","","0.000","-99.000","-99.000","-99.000","13.700","","7.000",""
"C0X160","2020-02-22 00:00:00","26.000","25.000","1.000","17.800","1.000","1023.400","","0.000","-99.000","-99.000","-99.000","24.300","","16.200",""
"C0F970","2020-02-22 00:00:00","145.000","102.000","1.600","15.500","0.890","1008.500","","0.000","-99.000","-99.000","-99.000","21.500","","15.500",""
"C0R440","2020-02-22 00:00:00","1654.000","0.000","0.000","10.200","0.860","843.800","","0.500","-99.000","-99.000","-99.000","10.600","","7.200",""
"C0M690","2020-02-22 00:00:00","33.000","3.000","2.100","16.100","0.960","1021.400","","0.000","-99.000","-99.000","-99.000","22.700","","14.500",""
"C0V690","2020-02-22 00:00:00","30.000","49.000","1.600","18.800","0.900","1022.900","","0.000","-99.000","-99.000","-99.000","24.000","","17.900",""
"C0Z210","2020-02-22 00:00:00","126.000","0.000","0.100","15.100","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","23.900","","13.000",""
"C0U770","2020-02-22 00:00:00","5.000","336.000","3.200","18.300","0.810","1026.400","","1.500","-99.000","-99.000","-99.000","23.700","","16.200",""
"C0Z080","2020-02-22 00:00:00","298.000","294.000","0.300","15.600","0.830","992.300","","0.000","-99.000","-99.000","-99.000","25.100","","13.300",""
"C0G640","2020-02-22 00:00:00","17.000","0.000","0.000","15.800","0.930","1027.000","","0.000","-99.000","-99.000","-99.000","20.800","","15.000",""
"C0X200","2020-02-22 00:00:00","61.000","0.000","0.200","15.600","0.990","1018.800","","0.000","-99.000","-99.000","-99.000","24.600","","12.400",""
"C0U900","2020-02-22 00:00:00","63.000","59.000","0.400","17.700","0.900","1020.700","","0.000","-99.000","-99.000","-99.000","24.100","","15.400",""
"C0Z230","2020-02-22 00:00:00","31.000","299.000","4.100","19.000","0.680","1024.000","","1.000","-99.000","-99.000","-99.000","23.200","","16.900",""
"C0C540","2020-02-22 00:00:00","46.000","0.000","0.000","14.700","0.950","1021.400","","0.000","-99.000","-99.000","-99.000","21.200","","14.200",""
"C0G770","2020-02-22 00:00:00","15.000","14.000","0.700","17.400","0.890","1024.600","","0.000","-99.000","-99.000","-99.000","20.900","","16.500",""
"C0V670","2020-02-22 00:00:00","20.000","359.000","2.000","18.300","0.920","1023.500","","0.000","-99.000","-99.000","-99.000","24.400","","16.900",""
"C0A870","2020-02-22 00:00:00","685.000","146.000","1.500","14.300","1.000","946.000","","0.000","-99.000","-99.000","-99.000","20.900","","13.200",""
"C0R220","2020-02-22 00:00:00","23.000","74.000","0.400","18.200","1.000","1023.500","","0.000","-99.000","-99.000","-99.000","26.300","","15.400",""
"C0Z220","2020-02-22 00:00:00","589.000","273.000","2.100","14.100","0.940","960.900","","0.000","-99.000","-99.000","-99.000","19.900","","13.000",""
"C0D560","2020-02-22 00:00:00","147.000","110.000","0.600","15.500","0.940","1010.000","","0.000","-99.000","-99.000","-99.000","20.900","","13.200",""
"C0I380","2020-02-22 00:00:00","258.000","110.000","1.700","16.600","0.890","995.100","","0.000","-99.000","-99.000","-99.000","24.000","","13.000",""
"C0Z020","2020-02-22 00:00:00","211.000","0.000","0.100","16.800","0.990","1002.000","","0.000","-99.000","-99.000","-99.000","23.200","","13.200",""
"C0Z190","2020-02-22 00:00:00","62.000","305.000","2.400","19.900","0.710","1019.500","","0.000","-99.000","-99.000","-99.000","22.400","","18.100",""
"C0C710","2020-02-22 00:00:00","143.000","0.000","0.000","15.200","0.990","1010.500","","0.000","-99.000","-99.000","-99.000","21.400","","10.700",""
"C0D360","2020-02-22 00:00:00","523.000","0.000","0.000","11.800","0.970","964.700","","0.000","-99.000","-99.000","-99.000","20.900","","10.400",""
"C0M410","2020-02-22 00:00:00","245.000","337.000","1.800","15.300","0.910","994.000","","0.000","-99.000","-99.000","-99.000","26.100","","12.700",""
"C0F9Z0","2020-02-22 00:00:00","3193.000","112.000","1.800","6.900","0.070","701.900","","0.000","-99.000","-99.000","-99.000","11.100","","1.600",""
"C0G810","2020-02-22 00:00:00","26.000","344.000","1.100","16.700","0.920","1023.000","","0.000","-99.000","-99.000","-99.000","22.300","","15.800",""
"C0U650","2020-02-22 00:00:00","442.000","258.000","0.600","16.500","0.830","976.300","","0.000","-99.000","-99.000","-99.000","22.400","","13.900",""
"C0D660","2020-02-22 00:00:00","65.000","229.000","0.400","15.700","0.910","1019.300","","0.000","-99.000","-99.000","-99.000","19.300","","14.800",""
"C0E540","2020-02-22 00:00:00","32.000","69.000","1.200","16.200","0.930","1023.400","","0.000","-99.000","-99.000","-99.000","19.100","","12.500",""
"C0W170","2020-02-22 00:00:00","42.000","19.000","3.400","12.800","0.940","1021.800","","0.000","-99.000","-99.000","-99.000","15.600","","11.500",""
"C0Z150","2020-02-22 00:00:00","27.000","232.000","2.700","17.300","0.940","1024.300","","0.000","-99.000","-99.000","-99.000","23.000","","15.800",""
"C0S840","2020-02-22 00:00:00","22.000","272.000","2.400","18.000","0.900","1025.800","","0.500","-99.000","-99.000","-99.000","24.800","","18.000",""
"C0H9A0","2020-02-22 00:00:00","1595.000","278.000","0.800","10.000","0.830","855.400","","0.000","-99.000","-99.000","-99.000","19.300","","6.700",""
"C0Z300","2020-02-22 00:00:00","182.000","0.000","0.000","16.700","0.990","1007.500","","0.000","-99.000","-99.000","-99.000","24.100","","13.500",""
"C0G730","2020-02-22 00:00:00","27.000","10.000","0.900","15.200","0.980","1024.100","","0.000","-99.000","-99.000","-99.000","20.300","","14.400",""
"C0V730","2020-02-22 00:00:00","33.000","349.000","1.800","18.900","0.990","1022.800","","0.000","-99.000","-99.000","-99.000","25.900","","17.000",""
"C0SA00","2020-02-22 00:00:00","466.000","296.000","2.600","14.800","0.980","973.200","","0.000","-99.000","-99.000","-99.000","22.400","","14.000",""
"C0S900","2020-02-22 00:00:00","27.000","88.000","1.900","21.200","0.780","1024.000","","0.000","-99.000","-99.000","-99.000","24.600","","21.000",""
"C0C480","2020-02-22 00:00:00","105.000","0.000","0.000","16.500","0.880","1014.300","","0.000","-99.000","-99.000","-99.000","22.300","","14.600",""
"C0V720","2020-02-22 00:00:00","15.000","58.000","1.800","19.800","0.860","1024.300","","0.000","-99.000","-99.000","-99.000","26.700","","17.300",""
"C0UA60","2020-02-22 00:00:00","566.000","275.000","1.400","15.700","0.810","961.500","","1.000","-99.000","-99.000","-99.000","21.000","","13.400",""
"C0A980","2020-02-22 00:00:00","11.000","0.000","0.000","16.300","0.900","1026.300","","0.000","-99.000","-99.000","-99.000","25.900","","16.300",""
"C0C670","2020-02-22 00:00:00","250.000","49.000","0.300","15.800","0.900","997.700","","0.000","-99.000","-99.000","-99.000","20.500","","12.900",""
"C0K550","2020-02-22 00:00:00","15.000","3.000","1.200","15.900","0.910","1024.800","","0.000","-99.000","-99.000","-99.000","21.800","","14.700",""
"C0R350","2020-02-22 00:00:00","35.000","23.000","2.000","20.400","0.830","1022.000","","0.000","-99.000","-99.000","-99.000","25.500","","19.800",""
"C0T9F0","2020-02-22 00:00:00","251.000","287.000","0.800","17.000","0.780","997.800","","0.000","-99.000","-99.000","-99.000","22.700","","16.000",""
"C0D390","2020-02-22 00:00:00","146.000","0.000","0.000","15.800","0.950","1008.100","","0.000","-99.000","-99.000","-99.000","22.100","","11.100",""
"C0E430","2020-02-22 00:00:00","258.000","171.000","0.600","13.500","0.950","1000.100","","0.500","-99.000","-99.000","-99.000","19.300","","12.500",""
"C0O990","2020-02-22 00:00:00","18.000","44.000","0.700","17.000","0.990","1023.700","","0.000","-99.000","-99.000","-99.000","25.400","","15.200",""
"CM0010","2020-02-22 00:00:00","68.000","83.000","0.300","16.500","0.840","1019.300","","0.000","-99.000","-99.000","-99.000","24.900","","15.800",""
"C0K500","2020-02-22 00:00:00","12.000","6.000","2.100","15.900","0.970","1023.800","","0.000","-99.000","-99.000","-99.000","21.200","","14.300",""
"C0X260","2020-02-22 00:00:00","39.000","339.000","1.700","16.000","0.960","1022.000","","0.000","-99.000","-99.000","-99.000","22.600","","15.100",""
"C0ACA0","2020-02-22 00:00:00","25.000","0.000","0.000","17.600","0.890","1022.700","","0.000","-99.000","-99.000","-99.000","24.800","","16.400",""
"C0X180","2020-02-22 00:00:00","62.000","100.000","1.100","16.800","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","25.100","","14.200",""
"C0F930","2020-02-22 00:00:00","100.000","0.000","0.000","15.100","1.000","1014.300","","0.000","-99.000","-99.000","-99.000","20.200","","14.000",""
"C0I010","2020-02-22 00:00:00","1562.000","51.000","0.400","9.800","0.710","858.000","","0.000","-99.000","-99.000","-99.000","18.800","","9.300",""
"C0R190","2020-02-22 00:00:00","32.000","0.000","0.000","17.000","0.960","1021.600","","0.000","-99.000","-99.000","-99.000","27.300","","12.800",""
"C0E420","2020-02-22 00:00:00","19.000","0.000","0.000","15.400","0.930","1022.700","","0.000","-99.000","-99.000","-99.000","18.800","","12.900",""
"C0W160","2020-02-22 00:00:00","49.000","61.000","5.000","14.800","0.720","1018.800","","0.000","-99.000","-99.000","-99.000","16.100","","12.900",""
"C0I460","2020-02-22 00:00:00","110.000","72.000","0.300","16.500","0.920","1013.500","","0.000","-99.000","-99.000","-99.000","23.400","","14.200",""
"C0A9F0","2020-02-22 00:00:00","35.000","0.000","0.000","17.900","0.850","1023.200","","0.000","-99.000","-99.000","-99.000","25.600","","17.900",""
"C0F9A0","2020-02-22 00:00:00","425.000","255.000","0.600","15.000","0.980","976.800","","0.000","-99.000","-99.000","-99.000","22.100","","14.100",""
"C0O950","2020-02-22 00:00:00","4.000","349.000","0.400","16.200","0.980","1024.800","","0.000","-99.000","-99.000","-99.000","22.700","","15.200",""
"C0M760","2020-02-22 00:00:00","40.000","357.000","1.100","16.400","0.910","1021.700","","0.000","-99.000","-99.000","-99.000","22.500","","14.900",""
"C0AH70","2020-02-22 00:00:00","34.000","332.000","1.100","18.200","0.750","1023.100","","0.000","-99.000","-99.000","-99.000","25.700","","17.600",""
"C0V250","2020-02-22 00:00:00","298.000","0.000","0.100","14.800","0.990","991.100","","0.000","-99.000","-99.000","-99.000","26.400","","12.500",""
"C0U980","2020-02-22 00:00:00","573.000","20.000","0.400","14.300","1.000","962.100","","0.000","-99.000","-99.000","-99.000","19.100","","13.300",""
"C0S740","2020-02-22 00:00:00","289.000","351.000","0.700","16.700","0.940","995.000","","0.000","-99.000","-99.000","-99.000","22.900","","12.900",""
"C0A940","2020-02-22 00:00:00","49.000","0.000","0.000","15.000","0.990","1021.300","","0.000","-99.000","-99.000","-99.000","25.300","","15.000",""
"C0A920","2020-02-22 00:00:00","196.000","0.000","0.000","16.100","0.930","1002.500","","0.500","-99.000","-99.000","-99.000","24.800","","14.900",""
"C0T870","2020-02-22 00:00:00","135.000","0.000","0.200","13.000","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","22.700","","11.900",""
"C0O930","2020-02-22 00:00:00","69.000","0.000","0.000","15.000","1.000","1019.100","","0.000","-99.000","-99.000","-99.000","27.100","","11.900",""
"C0AI40","2020-02-22 00:00:00","37.000","0.000","0.000","18.000","0.810","1022.800","","0.000","-99.000","-99.000","-99.000","24.800","","17.900",""
"C0C460","2020-02-22 00:00:00","482.000","0.000","0.000","16.200","0.760","971.600","","0.000","-99.000","-99.000","-99.000","21.100","","13.400",""
"C0E520","2020-02-22 00:00:00","320.000","0.000","0.200","14.700","1.000","990.400","","0.000","-99.000","-99.000","-99.000","21.900","","11.000",""
"C0T9D0","2020-02-22 00:00:00","7.000","0.000","0.200","16.100","0.950","1026.700","","1.000","-99.000","-99.000","-99.000","24.100","","15.800",""
"C0I390","2020-02-22 00:00:00","1184.000","95.000","1.400","10.600","0.850","896.800","","0.000","-99.000","-99.000","-99.000","19.200","","7.500",""
"C0B020","2020-02-22 00:00:00","86.000","293.000","0.900","17.000","0.930","1015.000","","0.000","-99.000","-99.000","-99.000","23.800","","16.800",""
"CM0170","2020-02-22 00:00:00","106.000","87.000","1.400","15.300","0.990","1014.900","","0.000","-99.000","-99.000","-99.000","22.300","","13.700",""
"C0F860","2020-02-22 00:00:00","2215.000","0.000","0.000","4.500","0.980","788.900","","0.000","-99.000","-99.000","-99.000","14.700","","4.200",""
"C0U890","2020-02-22 00:00:00","116.000","275.000","2.700","18.100","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","24.200","","15.100",""
"C0G800","2020-02-22 00:00:00","15.000","31.000","1.400","16.000","0.990","1024.700","","0.000","-99.000","-99.000","-99.000","20.100","","15.000",""
"C0F850","2020-02-22 00:00:00","379.000","87.000","0.400","14.500","0.960","982.100","","0.000","-99.000","-99.000","-99.000","22.100","","12.800",""
"C0AH50","2020-02-22 00:00:00","275.000","0.000","0.000","16.100","0.930","994.300","","0.000","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0Z160","2020-02-22 00:00:00","124.000","269.000","0.600","16.200","0.920","1013.600","","0.000","-99.000","-99.000","-99.000","23.600","","14.000",""
"C0R540","2020-02-22 00:00:00","17.000","50.000","0.900","19.100","0.820","1023.700","","0.000","-99.000","-99.000","-99.000","24.900","","15.100",""
"C0K480","2020-02-22 00:00:00","56.000","342.000","2.100","15.700","0.990","1019.400","","0.000","-99.000","-99.000","-99.000","21.200","","14.900",""
"C0H890","2020-02-22 00:00:00","440.000","0.000","0.000","14.000","0.930","975.100","","0.000","-99.000","-99.000","-99.000","23.700","","12.500",""
"C0S770","2020-02-22 00:00:00","375.000","293.000","1.000","14.500","1.000","983.600","","0.500","-99.000","-99.000","-99.000","22.200","","14.500",""
"C0X230","2020-02-22 00:00:00","29.000","36.000","0.600","15.300","0.940","1024.200","","0.000","-99.000","-99.000","-99.000","22.900","","13.900",""
"C0I360","2020-02-22 00:00:00","300.000","93.000","1.700","15.800","0.840","990.600","","0.000","-99.000","-99.000","-99.000","22.500","","13.900",""
"C0M810","2020-02-22 00:00:00","1354.000","0.000","0.000","12.200","0.710","875.900","","0.000","-99.000","-99.000","-99.000","17.900","","8.800",""
"C0AC80","2020-02-22 00:00:00","40.000","0.000","0.000","15.900","0.930","1021.600","","0.000","-99.000","-99.000","-99.000","24.800","","15.900",""
"CM0140","2020-02-22 00:00:00","26.000","14.000","0.600","21.000","0.720","1024.400","","7.500","-99.000","-99.000","-99.000","24.400","","18.300",""
"C0SA20","2020-02-22 00:00:00","857.000","9.000","0.800","13.700","0.950","930.200","","0.000","-99.000","-99.000","-99.000","17.900","","12.700",""
"C0K490","2020-02-22 00:00:00","91.000","0.000","0.000","15.000","0.920","1015.300","","0.000","-99.000","-99.000","-99.000","22.900","","14.100",""
"C0V820","2020-02-22 00:00:00","441.000","14.000","0.600","15.400","0.790","977.500","","0.000","-99.000","-99.000","-99.000","25.300","","13.000",""
"C0S810","2020-02-22 00:00:00","65.000","330.000","3.100","19.300","0.820","1022.100","","0.000","-99.000","-99.000","-99.000","26.000","","16.800",""
"C0R580","2020-02-22 00:00:00","10.000","48.000","1.000","19.000","0.910","1024.700","","0.000","-99.000","-99.000","-99.000","25.700","","16.000",""
"C0Z330","2020-02-22 00:00:00","488.000","0.000","0.000","16.100","0.830","972.800","","0.000","-99.000","-99.000","-99.000","23.900","","13.600",""
"C0E590","2020-02-22 00:00:00","40.000","29.000","1.400","15.300","0.990","1021.200","","0.000","-99.000","-99.000","-99.000","19.100","","12.500",""
"C0D540","2020-02-22 00:00:00","227.000","0.000","0.000","14.500","0.980","1001.000","","0.000","-99.000","-99.000","-99.000","20.700","","11.800",""
"C0K420","2020-02-22 00:00:00","42.000","1.000","1.300","15.500","0.920","1021.300","","0.000","-99.000","-99.000","-99.000","21.500","","14.300",""
"C0Z180","2020-02-22 00:00:00","34.000","284.000","0.400","16.900","0.850","1022.700","","0.000","-99.000","-99.000","-99.000","23.600","","16.300",""
"C0AD10","2020-02-22 00:00:00","27.000","207.000","0.400","16.000","0.960","1023.100","","0.000","-99.000","-99.000","-99.000","24.000","","16.000",""
"C0M720","2020-02-22 00:00:00","225.000","109.000","0.900","17.600","0.660","999.400","","0.000","-99.000","-99.000","-99.000","22.300","","13.100",""
"C0V450","2020-02-22 00:00:00","51.000","21.000","1.400","18.100","0.990","1019.700","","0.000","-99.000","-99.000","-99.000","26.200","","15.400",""
"C0R280","2020-02-22 00:00:00","242.000","69.000","0.400","17.500","0.950","998.500","","0.000","-99.000","-99.000","-99.000","22.400","","17.500",""
"C0E610","2020-02-22 00:00:00","850.000","0.000","0.000","14.400","0.590","930.400","","0.000","-99.000","-99.000","-99.000","18.400","","11.300",""
"C0V610","2020-02-22 00:00:00","22.000","3.000","2.000","17.100","0.920","1023.400","","0.000","-99.000","-99.000","-99.000","23.300","","15.500",""
"C0Z310","2020-02-22 00:00:00","59.000","360.000","1.500","18.300","0.810","1020.500","","0.000","-99.000","-99.000","-99.000","22.400","","16.600",""
"C0S700","2020-02-22 00:00:00","507.000","176.000","1.300","14.900","0.930","970.000","","0.000","-99.000","-99.000","-99.000","22.200","","14.200",""
"C0T9G0","2020-02-22 00:00:00","605.000","0.000","0.000","15.700","0.950","959.500","","0.000","-99.000","-99.000","-99.000","20.900","","13.700",""
"C0U520","2020-02-22 00:00:00","517.000","236.000","1.600","13.900","0.990","969.900","","0.000","-99.000","-99.000","-99.000","22.200","","12.100",""
"C0E750","2020-02-22 00:00:00","62.000","68.000","0.600","16.000","0.960","1019.100","","0.000","-99.000","-99.000","-99.000","19.100","","14.100",""
"C0G660","2020-02-22 00:00:00","27.000","349.000","1.400","16.400","0.930","1024.700","","0.000","-99.000","-99.000","-99.000","22.200","","14.200",""
"C0W140","2020-02-22 00:00:00","21.000","63.000","1.100","14.900","0.710","1026.200","","0.000","-99.000","-99.000","-99.000","19.800","","13.400",""
"C0U720","2020-02-22 00:00:00","1260.000","231.000","1.900","11.100","1.000","898.100","","0.000","-99.000","-99.000","-99.000","18.000","","7.900",""
"C0R690","2020-02-22 00:00:00","248.000","24.000","0.600","18.600","0.910","996.800","","0.000","-99.000","-99.000","-99.000","23.800","","18.200",""
"C0X150","2020-02-22 00:00:00","18.000","358.000","1.600","16.700","0.950","1025.600","","0.000","-99.000","-99.000","-99.000","23.600","","15.400",""
"C0Z050","2020-02-22 00:00:00","830.000","0.000","0.200","13.300","0.880","934.900","","0.000","-99.000","-99.000","-99.000","17.900","","11.100",""
"C0I490","2020-02-22 00:00:00","1601.000","81.000","1.000","10.300","0.780","851.400","","0.000","-99.000","-99.000","-99.000","20.900","","8.500",""
"C0I090","2020-02-22 00:00:00","910.000","0.000","0.100","14.800","0.600","923.600","","0.000","-99.000","-99.000","-99.000","18.700","","11.700",""
"C0X240","2020-02-22 00:00:00","394.000","173.000","2.000","16.300","0.730","981.000","","0.000","-99.000","-99.000","-99.000","22.300","","11.600",""
"C0S990","2020-02-22 00:00:00","409.000","7.000","2.300","18.500","0.770","980.200","","0.000","-99.000","-99.000","-99.000","21.000","","17.100",""
"C0E850","2020-02-22 00:00:00","104.000","0.000","0.000","15.000","0.970","1014.100","","0.500","-99.000","-99.000","-99.000","19.000","","11.500",""
"C0T9B0","2020-02-22 00:00:00","558.000","291.000","1.300","15.300","0.810","963.700","","0.000","-99.000","-99.000","-99.000","20.300","","14.000",""
"C0G650","2020-02-22 00:00:00","34.000","0.000","0.000","15.500","0.990","1022.300","","0.000","-99.000","-99.000","-99.000","23.200","","14.900",""
"C0K580","2020-02-22 00:00:00","26.000","347.000","1.500","16.100","0.990","1024.700","","0.000","-99.000","-99.000","-99.000","22.000","","14.800",""
"C0X050","2020-02-22 00:00:00","25.000","314.000","1.000","16.500","0.990","1022.000","","0.000","-99.000","-99.000","-99.000","24.300","","13.800",""
"CM0100","2020-02-22 00:00:00","25.000","103.000","0.600","16.200","0.840","1023.900","","0.000","-99.000","-99.000","-99.000","19.600","","14.400",""
"CM0130","2020-02-22 00:00:00","11.000","22.000","2.600","17.700","0.820","1025.700","","0.000","-99.000","-99.000","-99.000","20.600","","17.300",""
"C0W110","2020-02-22 00:00:00","16.000","-99.000","-99.000","13.200","0.870","1026.400","","0.000","-99.000","-99.000","-99.000","15.800","","12.400",""
"C0R670","2020-02-22 00:00:00","26.000","47.000","0.900","21.300","0.680","1024.000","","0.000","-99.000","-99.000","-99.000","25.300","","20.900",""
"C0X120","2020-02-22 00:00:00","28.000","345.000","2.100","16.600","0.950","1024.100","","0.000","-99.000","-99.000","-99.000","23.500","","15.000",""
"C0R100","2020-02-22 00:00:00","1006.000","0.000","0.200","12.800","0.770","913.600","","0.000","-99.000","-99.000","-99.000","20.100","","10.100",""
"C0C700","2020-02-22 00:00:00","151.000","0.000","0.000","16.400","0.880","1009.400","","0.000","-99.000","-99.000","-99.000","20.400","","15.300",""
"CM0190","2020-02-22 00:00:00","280.000","121.000","0.500","13.600","0.960","995.400","","0.000","-99.000","-99.000","-99.000","18.700","","13.100",""
"C0W130","2020-02-22 00:00:00","18.000","22.000","3.400","18.900","0.850","1022.900","","0.000","-99.000","-99.000","-99.000","20.900","","17.800",""
